Username,Comment
@user-oq5op4hk3x,"US. and UK., gave Ukraine a guarantee  of  protecting Ukraine sovereignty and territorial integrity based on the 1991 borders that included Crimea and east Ukraine Luhansk and Donbass..

As of the result of the  Budapest Memorandum of 1994, US., gave Ukraine a guarantee that the  US, stands now as a grantor  of Ukraine sovereignty , becouse Ukraine gave up their nuclear weapons and back then, Ukraine had the world's third-largest nuclear weapons stockpile !!

This guarantee  was  reconfirmed by United States when in 2009 released a statement that the memorandum's security assurances would still be respected after the expiration of the START Treaty

After the annexation of Crimea by in 2014, The US, Canada, the UK, France along with other countries, stated that Russian involvement was a breach of its obligations to Ukraine under the Budapest Memorandum and in violation of Ukrainian sovereignty and territorial integrity.

Let me explain and give some Content !!

According to the Budapest Memorandum of 1994,  Russia, the US and the UK confirmed their recognition of  Ukraine becoming parties to the Treaty on the Non-Proliferation of Nuclear Weapons and effectively abandoning their nuclear arsenal to Russia and that they would:

1. Respect Ukrainian independence and sovereignty in the existing borders.

2. Refrain from the threat or the use of force against Ukraine.

3. Refrain from using economic pressure on  Ukraine to influence their politics.

4. Seek immediate action to provide assistance  Ukraine if they ""should become a victim of an act of aggression or an object of a threat of aggression in which nuclear weapons are used"".

5. Refrain from the use of nuclear arms against  Ukraine.

6. Consult with one another if questions arise regarding those commitments


We need to understand that EITHER the word/ deals and / or the grantees of the west are worth something or they are not !!

And here we can clearly see what such guarantees with the west is worth,  it has been 8 years now since Russia invaded Ukraine in the east of the country and annexed parts of Ukraine in Crimea AND NOTHING HAS HAPPENED so now Russia is going all inn and taking everything THE CAN!!

That is the result of worthless grantees !! 

And here's something the  WEST is clearly overlooking ; Taiwan , Israel and everyone else is also asking the question; CAN I TRUST THE WEST TO HOLD TO THEIR WORD  AND STAND BY THE GUARANTEES THEY GIVE ! and  not just Taiwan and Israel, is right now asking themselves those questions, but even small eastern European NATO member states that border Russia, will be asking themselves those questions as well !! IT'S ABOUT TRUST YOU LOSE TRUST YOU LOSE EVERYTHING!!

And her is the real kicker ; Also Iran, North Korea and China will be seeing what is going on and soon they will be thinking the west is weak; And the will be thinking and saying things like, just look what the west  did when Russia was calling out their bluff about red lines in Ukraine  ... The time is now, we have our chance to stick it to them !!!!  

And then we will see China take Taiwan  (so no more silicon-chips for you ) and then we will see Iran take Israel (middle east oil all gone and the middles east  up in fire ) And  when North Korea goes into South no more south Korea as north will take it over as well !!

SO YOUR OPTIONS ARE ,TO TAKE A STAND NOW OR LATER !!"
@larset9,"After debate comments....
3:44:02 rewind a little and this guy says Trump doubled down on 'those folks were patriots' talking about Jan 6... but Trump didn't comment at all on Bidens comment regarding that.. is this guy delusional... ?
This is why i can't get onboard with the left... they change language, fabricate genders, fake news all day & outright lie even though you can go back & fact check.. but they stand by their idiotic comments. Astounding! Dude... your living on another universe not Trump! Wouldn't even answer the question x3...
How perhaps Biden had a cold... really!  First I heard that! Ha ha ha

Surrogate for Biden campaign.. oh okay... that makes sense now... lol"
@fabiodeangelis1395,"Well..i Think what matter is what they do,and not what they say..Biden is for the people..for united american people, Trump is for himself, a Guy full of lie and BS.."
@savannamims9392,"omg biden needs help, he clearly isnt fit to be a president. He needs to be medically evaluated. He is tired."
@juniormartinez2586,Honestly i want trump back in the office i dont like him but he will be better in office please trump just stay away from social media that will help u alot
@trinalynnb,"Funny how Americans make all these claims that they are admired by the rest of the world yet we, in the rest of the world, look on at a debate like this and shake our heads and wonder how in the world a country gets to this."
@Rodrigwyz,"GET BIDEN OUT OF THERE, TRASH PRESIDENT."
@user-oq5op4hk3x,"THE AID TO UKRAINE IS NOT REALY FREE MONEY .. Its more like buying yourself a new cell phone and giving the old away to your kid, and claiming you gave your kid $2,000 (the price of the new phone) because he now has your old cell phone and you have the new one !!!  

NOW LET ME EXPLAIN 

The aid is not pallets of cash. It’s in the form of military equipment, assigned a value, that is donated,”. “That equipment is usually older and would be replaced in the next few years anyway, at a cost. I’m sure she doesn’t understand this.”

Still, the largest bucket of overall U.S. aid committed to Ukraine — more than $46 billion, is military support in the form of equipment NOT cash !!  

The military equipment has  been pulled directly from existing U.S. military old SURPLUS inventory that has a shelf date that soon will be past that date ; and will be needing replacement anyway this way US. gets to restock  its military equipment  with more newer updates versions and send the soon to by out of date to Ukraine and as a bonus US. military  saves the money it will have used  for destroying the old military equipment as well  !! 

Also  it is true other parts of the  Aid / funding will  be used to purchase new weapons and this will be sent to Ukraine; but all sales must be and will be bought from the US industrial complex  industry and  American manufacturers; this supports local American communities in states (over 33 states ) that produce weapon's  this helps marginalized communities and sates get a solid cash influx / bust into their local economy and supports jobs within the factors that will be producing those  new weapons.-.   

(So the money doesn't go into the pockets of Zelensky and fiends thats a myth pumped  out by Russian propaganda and regurgitated  by ""pathetic tools"" of the kremlin like Tucker Carlsen )     

Members of Congress have questioned how closely the U.S. is tracking its aid to Ukraine to ensure that it is not subject to fraud or ending up in the wrong hands. 

The Pentagon’s inspector general told lawmakers at a hearing,  that his office has found no evidence of such corruption or wrongdoing, but cautioned that investigations are only in their early stages. 

 The Pentagon’s inspector general also informed the Members of Congress that despite claims to the contrary, the United States is not sending bags of unaccounted-for cash to Ukraine. Most US contributions go to military aid, including weapons and equipment made by American defense contractors who employ communities across the country. When the United States spends money to purchase military equipment as part of an international aid package, the materiel may go overseas, but the money and jobs stay in America. Similarly, appropriations for the US Foreign Military Financing program provide incentives for NATO allies and partners to secure US-made capabilities. This translates to more business for US companies and sustained employment for rural communities in which they operate.


For instance, Lockheed Martin, maker of the HIMARS—which has been central to Ukraine’s counteroffensive—plans to increase its Camden, Arkansas facility’s workforce by 20%, and recently announced increased profit projections through the end of the year. Similarly, General Dynamics has committed to building new production facilities in Mesquite, Texas, bringing money and jobs to the region. Change like this takes place only when the Pentagon sends strong and stable market signals to the defense industry, giving it the confidence to expand and hire.

In short, the numbers suggest that continued support for Ukraine is a win-win for Ukrainians and the American people. 

The United States can continue to defend stability and democratic governance across the globe, while at the same time boosting American industrial output and advancing US economic interests.

So like i have said;  This is more like buying yourself a new cell phone and giving the old away to your kid, and claiming you gave your kid $2,000 (the price of the new phone) because he now has your old cell phone and you have the new one !!!  ITS A WIN WIN !!"
@sonico3690,He said let’s tax the 1000 billionaires in the us from 8% to 24%. They already left the country😂
@briansylvester9982,Trump doesn't understand policy nor does he understand Row V Wade.😂 Both were terrible. Trump just makes up information. The Afghanistan withdrawal was killing me. This was a state department debacle and not a DoD failed neo. State dept is responsible for neos
@user-oq5op4hk3x,"Appeasement & Armageddon: Giving in to Vladimir Putin’s nuclear blackmail will spark an unprecedented nuclear arms race and make a future nuclear war far more likely!! There is a reason why the Soviet Union, nor any nuclear power, never launched a first strike (nuclear attack) since World War 2, despite all of the Cold War fears that the Soviets would.

And it’s because you can't launch a first strike without being annihilated in the second strike. I remember in the 80s when The Day After aired, and everyone hoped the Soviets would see the movie and learn the lesson. Probably not realizing the Soviets can be trusted to act in the best self-interests...which mutually assured destruction is clearly against... and that the Soviets knew this since the 60s, if not the 50s. -- How is it any different today? 

Even if Putin had the launch codes (he doesn't), or the ability to order a first strike by himself (he doesn't), even he would know the response is not going to be 'more sanctions'. -- The only way I could fathom Russia using a nuclear weapon in Ukraine, or against any enemy country, is the FSB had a foolproof plan to blame am ISIS terror cell, or rogue Chechen element, or claim the Ukrainians did it in a false-flag conspiracy to frame the Russians. -- But that would require a convincing story on how such an element got the nuclear weapon 'elsewhere', and eliminating everyone involved in the planning and execution. Whatever the case, Russia would need absolute plausible deniability. -- 

Here's my two cents, if there was really a way to use a nuclear weapon against an enemy without equal repercussions, Russia and China (and the US) would have figured it out a long time ago and did it already.

All NATO must do is take out Moscow and 5 -6 other cities to take out all of Russia.... But Russia must take out city's all over the planet from 

USA , CANADA ,FRANCE UK. ALL OF EUROPE and as far away as , AUSTRALIA and so on and so on ...

United Kingdom 225 warheads (submarine delivery systems new and up to date systems )

France 300 warheads
(submarine delivery systems new and up to date systems )

United States 7,315 warheads 
(Mixed delivery systems new and up to date systems )

Russia 8,000 warheads
(Mixed delivery systems old mostly from the soviet union times NOT up to date systems )

RUSSIA IS AT DISADVANTAGE !!! and they know it Putin's regime knows its and that is why they will not use nukes they will  hint and shout about  nukes but that's it !!"
@user-oq5op4hk3x,"Russia had intended to take control of the whole territory of Ukraine, but now it has gradually reduced to taking over Luhansk, Donetsk and parts of southern Ukraine, which is a much smaller area. Russia does not have enough military capability to stand firm on all fronts at once. If they are to advance a place, more forces they must be transferred there and Russia does not have the manpower to do that ...

It is clear that Russia has changed its goals in accordance  to how the war has gone for them (not good ) . Usually goals and objectives are sett  before you take any military action , But in  Russias case for Ukraine this end goals  has been turned  upside down and  how the taking of Ukraine was going to be done in 2 weeks has ended up for the Russia as  militarily  disaster  and the goals of the Russian military campaign TAKING all of Ukraine in 2 weeks (sorry special  military operation  as Putin called it ..Haha ) is now going into over 
2  year (well thats fare of 2 weeks ) that goal has now changed to only taking the east and south of Ukraine and not all of Ukraine..  

Putin is NOT the  geopolitical  chess player some ppl. like to think he is Putin as made four major FATAL mistakes so no NOT a geopolitical chess player by any means 

1. United States with European and NATO is back in track in European sphere of  geopolitics  ..  - The Putins war in Ukraine has led to arch-rival the United States being back at full power in Europe with large nuclear and conventional forces, closer to the borders of Russian than ever before. The US was  on their way to Asia, but now it seems that they are on their way back to Europe with firmer leadership, more weapons and are stronger and more firmly planted than they haven been since 1991 .

2. New NATO member states Putin needs to be sent a medal from NATO for outstanding good work as PUTIN has single handedly managed to intimidated two very important buffer states into NATO,  Sweden and Finland now  after years of neutrality joining NATO. Russia is now experiencing that the borders with NATO are doubling, and now there will be  even more American military infrastructure closer to their borders. (Yes master move by Putin hahaha )

3. Putin has also though his ""grand master geopolitical chess game"" ; Done the more or less unthinkable trick of getting  NATO member states to start work even closer together.. let mer point  out some facts ; 

Putins war in Ukraine is working as the glue that sticks NATO together; after being more or les fragmented for years they now have  returned together. - Russia benefited from the fact that NATO was an alliance with 30 different members before Sweden and Finland's membership, which meant that the alliance was fragmented. Russia is now facing a more entrenched alliance than before after the NATO members states have agreed to put away their petty political distances  their petty political differences like between Germany and Poland Spain and Italy and France  and Uk and even Hungary with Orban has come back into the flock  and EVEN TURKEY President Mr. Erdoğan has even compromised with other NATO member and EU  for the better good by letting  Sweden and Finland  join NATO..  (Yes another master geopolitical chess game move by Putin hahaha )


4. The fourth mistake and some say the biggest mistake is alienating Germany , now the German  parliament has green lighted a total rebuild of the German Army , Air Force and Navy to   show defensive muscles !!  Germany,  has now going to use 100 billion euros on renewing the country's defenses as a result of Putins war in Ukriane and some ppl. in Germany are even talking about the idea of taking back Kaliningrad enclave from Russia as it used to be German before ww2 .

- The German Bundeswehr (the German defense force.) Will have much greater economic muscle in the years to come and Germany will probably become a dominant European military power, not far from the Russian borders. This is a huge loss for Putin (So yes NOT really a checkmate move by the so called geopolitical chess player Putin now is it hahaha )

I CAN GO ON AND ON HOW PUTIN HAS MESSED UP BUT I THINK YOU GET MY POINT ; PUTIN IS WORSE OFF  NOW THEN HE EVER WAS !!"
@user-oq5op4hk3x,"Let me ask  this ; Who gives Putin the right to have ""a broader sphere of interest in Ukraine "" ???   We live in 2024 not 1824 !  

What about the people who live in ""that so called  sphere of interest""  that is the  sovereign country of Ukraine don't they (the Ukrainian ppl.)  have an "" sphere of interest in Ukraine itself  "" ? 

Shall the Ukrainians just  bend their knee and behave as slaves, and become some sort of quasi  2nd class nation/  country, and have their society run under the heel and accept being kicked by Kremlin's boot of the ""   sphere of Russian interest "" ; Should Ukraine  just roll over and let Russia controlled Ukraine for the sole benefit of Putin's klan agenda and  the geopolitical intrs. of the Moscow Kremlin  kleptocracy elites?: And let Ukraine  become some sort of quasi geographical entity for political advantages of the Kremlin ? 

 Or should Ukraine stand up and fight against such  tyrannical things as PUTIN'S ""sphere of interest"" as the independent European self governing state it is FIGHT for freedom, sovereignty  and self-rule ??

FACT !!! Ukraine was forced into this war by Russia not Russia by Ukraine (or anyone else ) Volodymyr Zelenskyy, has no choice he  needs to now be the president of a country, that is in a war defending its country and ppl.  against a brutal evilaggressor. And the authorities of the aggressor country do not want any peace. 

(If the Russian army stops fighting today and goes home back to Russia tomorrow there will be NO war If Ukraine stops fighting today there will be NO Ukraine !!  )"
@daveeggen,"Paris accords were a joke, no consequences for the biggest polluters, China, India and others. It's a huge redistribution of wealth"
@user-oq5op4hk3x,"Every agreement and decision made by NATO must be made in consensus and recorded filed and signed by ALL Nato member states before it becomes a fact !! NATO has time after time after time told Russia to show the world where this so called agreement is where is the document that shows such an agreement was ever made !!! And time after time Moscow cannot come up with any evidence , prof or any document to back up this so called agreement . WHY IS THAT ?? Because it never happened it's a myth made up by Moscow !!

There is no record of any such-decision having been taken by NATO. Personal assurances from individual leaders cannot replace Alliance consensus and do not constitute formal NATO agreement.

In addition, at the time (1989) of the ""promise"", the Warsaw Pact still existed so why will any such agreement have been made? . The Warsaw Pact members did not agree on its dissolution until 1991. (So based on that fact even if there was an agreement (and there never was one ) that agreement will have to been made with the USSR and the USSR no longer is a thing as it dissolved in 1991 so any agreement made is now none in void in other words no longer is valid because the USSR only belongs in the history books and can not be seen as a legal entity any more...

The idea of their accession to NATO was not on the agenda in 1989.

This was confirmed by Mikhail Gorbachev himself in an interview with Russia Beyond the Headlines: (just google :Mikhail Gorbachev Russia Beyond the Headlines or check out the link here
Headlines: see link https://www.rbth.com/international/2014/10/16/mikhail_gorbachev_i_am_against_all_walls_40673.html
expansion' was NOT discussed at all, and it wasn't brought up in those years. I say this with full responsibility. Not a single Eastern European country raised the issue, not even after the WarsawPact ceased to exist in 1991. Westernleaders didn't bring it up, either.""

Newly declassified White House transcripts also reveal that, in 1997, Bill Clinton consistently refused Boris Yeltsin’s offer of a ‘gentlemen’s agreement’ that no former Soviet Republics would enter NATO:

“I can’t make commitments on behalf of NATO, and I’m not going to be in the position myself of vetoing NATO expansion with respect to any country, much less letting you or anyone else do so…


Also on a side note like I have said before : if there was a such agreement (and there was not ) the agreement will have been with the USSR and the USSR as a country and legal entity no longer is a thing any more, it is only in the history books and therefor all legally binding verbal or otherwise contract with the USSR is no longer valid and has no legal standing, so even if such an agreement was a fact (and its not ) then it no longer has any binding moral or legality to it !!

NATO operates by consensus.”"
@xylairsanchez3853,"RFK!!! AMERICA NEEDS YOU!!
This like watching a puppet and a clown goe round for round. As far as debate goes Joe held his ground and had strong standing and responses. Trump is just a liar and a side show clown. I don't want either of them in office but between the two of them the puppet has better handlers and is more reasonable for the office."
@moffman87,"Take a drink everytime Biden says ""number 1, number 2"" and you'll be need your stomach pumped after the first 20 minutes."
@PartowiSitinjakOfficial,"Biden msh pake pentium 2. Kalau biasanya orang batuk langsung cover pake tangan, ini stlh batuk slsi dulu tangan diangkat utk cover mulut. Singkatnya, tindakan dulu baru mikirin resiko 😅"
@user-oq5op4hk3x,"Putin did not begin the undercover proxy-war in 2014 so that it would end in peace, independency and prosperity for Ukraine and its people. and he did not start a all out war in 2022 for the  independency and prosperity for Ukraine and its people

This war does not hinder Putin, it facilitates his goals instead. 

Putin started it so it would end with the defeat of Ukraine and the Ukrainian peoples/ nations  aspirations of true self-government true independence and democratic nation, that was fare away from the hegemony control and orbit of Russia … IN OTHER words with our collapse of Ukrainian society. 

It helps him keep Ukraine on the Kremlin hook and hegemony control and helps Putin feel himself as an influential leader negotiating with the West. So, why would he need peace?

And before someone starts up about Russia right to protect  itself from the ""western incursion and decadent western incorrectness of political arrogance"" (whatever that means )  and therefor Russian needs a ""a broader sphere of interest in Ukraine "" 

Let me ask you this ; Who gives Putin the right to have ""a broader sphere of interest in Ukraine ""  we live in 2022 not 1822 ???  What about the people who live in ""that so called  sphere of interest""  that is the  sovereign country of Ukraine don't they (the Ukrainian ppl.)  have an "" sphere of interest in Ukraine itself  "" ? 

Shall the Ukrainians just  bend their knee and behave as slaves, and become some sort of quasi  2nd class nation/  country, and have their society run under the heal and accept being kicked by Kremlin's boot of the ""   sphere of Russian interest "" ; Should Ukraine just roll over and let Russia controlled Ukraine for the sole benefit of Putins klan agenda and  the geo political intrs. of the Moscow Kremlin  kleptocracy elites?: And let Ukraine  become some sort of quasi geographical entity for political advantages of the Kremlin ?  Or should Ukraine stand up and fight against such  tyrannical things as PUTINS ""sphere of interest"" as the independent European self governing state it is FIGHT for freedom, sovereignty  and self-rule ??

FACT !!! Ukraine was forced into this war by Russia not Russia by Ukraine (or anyone else ) Volodymyr Zelenskyy, has no choice he  needs to now be the president of a country, that is in a war defending its country and ppl.  against a brutal evil aggressor. And the authorities of the aggressor country do not want any peace. 

(If the Russia army stops fighting today and goes home back to Russia tomorrow there will be NO war If Ukraine stops fighting today there will be NO Ukraine !!  )

Russians doesn't want to be a part of the  western democracy thats fine Ukraine does Ukrainian society has nothing  good to say about marximen or wokeisem or Russian imperialism they among Ukraine's stand absolutely equal and are seen with the disdain, loathing and contempt !!! 

 But like I say if Russia has no intrs.  and they feel Russia society values and norms living  is so much better than the despicable arrogant western world, just stay in Russia stop living inside the west stop buying  houses , sending your kids to western schools for a western education and holidays to the western world and stop using western products and technology no prob you go do you; you go be Russia no one is stopping you !! 

Why not try and stop emulating the west will at the same time rejecting the west and then on top of it claiming to be its equal .. here is a thought if you are the emulating the west you are a copy and a copy is just hard core evidence that the original is the better !! If your Russki Mir (Russian World ideology of imperialism and expansionism  )  was better than the western world; why do you not 100% just stick to being Russian why are you  emulating everything that is  western !! The answer is clear because its better than your Russki Mir !!

Ukraine, Georgia , Moldova  the Baltic's and the rest of Eastern Europe don't want your Russian world (KGB Putin Stalinism strong man BS ) they want  western democracy freedom and choice so let them make their own future there own mistakes and there own success those ppl. countries and nations don't want your Moscow /Kremlin HEGEMONY called Russki Mir  or your so called Russian greatness of special rights of so called 3rd Rome  !!   


Let's take a look at Ukraine and the same goes for Georgia and other countries  that Moscow  wants to bully and kick around !! 

Ukraine is a sovereign nation with rights and should be free to govern itself. Russia as a political entity has never had the best interest of the Ukraine and its people at heart. The Ukrainians have a distinct and rich culture, their own language, and a desire for self-rule, liberty and freedom to make decisions of its own. 

Russia wants to control Ukraine so it can obtain its resources for its own benefit (as has happened throughout history).  Ukraine in its east and south has in-fact the 3rd biggest oil and gas reservers in Europe and should those resources start getting taped  and sold to the west then Russia has a massive competitor on its hands for the European market  !! You don't believe me google Ukraine shield gas reserves !!

Russian control has never been for the benefit of the Ukrainian people. BUT HERE""S THE REAL POINT: even if it had been, Ukraine is still a sovereign nation and has the right to rule itself!!! 

The Russian state has sought to control Ukraine and to deceive the rest of the world into believing that there is no Ukrainian culture or language, and that Ukraine is simply a dissident Russian state through use of propaganda and oppression has repeatedly attempted to wipe out the Ukrainian people and culture.

 Do I need to mention the millions of Ukrainians killed by the Russian government? The fear and repression of Ukraine under Russian rule? The families lost behind the ""Iron Curtain?"" 

The Holodomor genocide when Russia  killed   10 mill Ukrainians  in 1933 - 1934 and after that replaced then with ethnic Russians manly in the east of Ukraine (todays Donbas ) for crying out loud? 

And that is why after 1991 the Ukrainians rally around their rich and beautiful culture - because it is THEIRS. And because they deserve a voice of their own, and to live free from the oppression of foreign state that seeks to exploit and obliterate them!

Russian controlled soviet union former satellite states like Poland, Romania, and Czech the Baltic states, Slovakia ect ect ect ...couldn't wait to join NATO and the EU to get as fare away from Russian hegemony control as fast as the possibly can at the time .


If the Russians weren't suchaaaaholes, they wouldn't have to worry about EU NATO and former satellite states like Poland, Romania, and Czech the Baltic states, Slovakia ect ect ect running too the front door of EU and NATO .

(PS : yes i agree not all is perfect in the west but is why better and has always been why better than anything Russia has come up with in history ; And that is why ppl from all over the world (including Russians ) move to Europe ,UK and US in the millions !!  ;  For all its faults that the western world has and it has a few, it still is 10000 times better than Russia , Africa or china !!! I mean no one is building a wall to hold ppl.  inside like Russian controlled Soviet Union did the US is in fact building walls to stop ppl. for coming inn and so dose European countries as well )j"
@user-bd9br4fe6s,"THEY ARE REMOVING ALL OUR COMMENTS ....THE FAKE NEWS OUTLETS ,WAKE UP PEOPLE,"
@larset9,"Is anyone else confused by the wrap up announcement, ..... by some woman & Anderson Cooper?.. even said it starts now... that's not Anderson Cooper unless he going thru chemo & lost his hair in the last 5 mins... 3:38:44 are there two Anderson Coopers?"
@richardleirer,"I watched the Real Debate on X, and Kennedy did great."
@Belinnii-Music,"Biden has a ""blinking tick"" every time his dementia causes cognitive issues, it happens every time like clockwork 👀"
@ManikasKathern," kislux  You are so well-informed about luxury accessories and bags. You've obviously done your due diligence and the comparison to the US is very informative...because of course, I live in New York. thank you very much."
@FootyWooty,Who sharted at 3:16:23 😂
@rickcrammond6330,"Did Trump answer a single question? I had to turn it off, Trump makes me sick."
@Shining237,Biden is wrong about Putin.
@jmb1215,America can do better than this.
@foobarbazbaa5598,Nobody won this debate. America lost.
@JJ-gy6ly,I'm not voting for Trump no matter what. Republicans will destroy this nation. Trump wants to become a dictator and Republicans want a theocracy. Anyone is better than Trump.
@TTTTyme,It’s not hard to tell who won
@TTTTyme,Trump won that. Hands down.
@user-oq5op4hk3x,"The aid is not pallets of cash. It’s in the form of military equipment, assigned a value, that is donated,”. “That equipment is usually older and would be replaced in the next few years anyway, at a cost. I’m sure she doesn’t understand this.”

Still, the largest bucket of overall U.S. aid committed to Ukraine — more than $46 billion, is military support in the form of equipment NOT cash !!  

The military equipment has  been pulled directly from existing U.S. military old SURPLUS inventory that has a shelf date that soon will be past that date ; and will be needing replacement anyway this way US. gets to restock  its military equipment  with more newer updates versions and send the soon to by out of date to Ukraine and as a bonus US. military  saves the money it will have used  for destroying the old military equipment as well  !! 

Also  it is true other parts of the  Aid / funding will  be used to purchase new weapons and this will be sent to Ukraine; but all sales must be and will be bought from the US industrial complex  industry and  American manufacturers; this supports local American communities in states (over 33 states ) that produce weapon's  this helps marginalized communities and sates get a solid cash influx / bust into their local economy and supports jobs within the factors that will be producing those  new weapons.-.   

(So the money doesn't go into the pockets of Zelensky and fiends thats a myth pumped  out by Russian propaganda and regurgitated  by ""pathetic tools"" of the kremlin like Tucker Carlsen )     

Members of Congress have questioned how closely the U.S. is tracking its aid to Ukraine to ensure that it is not subject to fraud or ending up in the wrong hands. 

The Pentagon’s inspector general told lawmakers at a hearing,  that his office has found no evidence of such corruption or wrongdoing, but cautioned that investigations are only in their early stages. 

 The Pentagon’s inspector general also informed the Members of Congress that despite claims to the contrary, the United States is not sending bags of unaccounted-for cash to Ukraine. Most US contributions go to military aid, including weapons and equipment made by American defense contractors who employ communities across the country. When the United States spends money to purchase military equipment as part of an international aid package, the materiel may go overseas, but the money and jobs stay in America. Similarly, appropriations for the US Foreign Military Financing program provide incentives for NATO allies and partners to secure US-made capabilities. This translates to more business for US companies and sustained employment for rural communities in which they operate.


For instance, Lockheed Martin, maker of the HIMARS—which has been central to Ukraine’s counteroffensive—plans to increase its Camden, Arkansas facility’s workforce by 20%, and recently announced increased profit projections through the end of the year. Similarly, General Dynamics has committed to building new production facilities in Mesquite, Texas, bringing money and jobs to the region. Change like this takes place only when the Pentagon sends strong and stable market signals to the defense industry, giving it the confidence to expand and hire.

In short, the numbers suggest that continued support for Ukraine is a win-win for Ukrainians and the American people. 

The United States can continue to defend stability and democratic governance across the globe, while at the same time boosting American industrial output and advancing US economic interests.

So like i have said;  This is more like buying yourself a new cell phone and giving the old away to your kid, and claiming you gave your kid $2,000 (the price of the new phone) because he now has your old cell phone and you have the new one !!!  ITS A WIN WIN !!"
@flybikes29,2:16:40
@TrevByTheTon300,"Your president looking real slow, hopefully you terrible CNN idiots can get on the RIGHT side of history before your demise. 😂😂😂"
@SaulGoodman420.,"When Trump said "" I'm not sure what this guy just said'...😂😂😂😂😂"
@themagpie_1,$10k for black ppl to buy a new home. 1. 10k isnt enough lol and 2. how racist can you get and 3.
@themagpie_1,Biden just had 4yrs and says corporate greed is a problem..?? my 93yr old gran talks better than he does..
@kristenporr9088,"""The idea."" -Biden.....
It was the word of the day...."
@NightowlProductionsGroup,"The debate was an absolute “disaster” for Joe Biden. It was also a disaster for the Democrat party which has no back-up plan with the election less than five months away. If Donald Trump was ahead in the polls before the debate, this is gearing up for a total landslide in November."
@larset9,"Why does comments icon say 2? But there's heaps more... fishy... posted 11hrs ago...
Even refreshed comments even though I knew its only been an hour or so... still says 2..."
@gregoryleder5160,What a coincidence.. Idaho is having their water stolen but the news is talking about abortion hahaha! Distraction???
@cherylspringtime,A $100 basket of groceries now costs $200...lol where do they get their figures.
@danh7447,Didnt know president biden speak portuguese so well.
@pvoccsurfshacktitosson4362,"""I gave the largest tax cut in history"" uh no, literally your Arch rival Obama did"
@guyparrish4349,Biden is a complete liar! What a corrupt piece of work.
@whatsmynameagain5887,Joe is not in great health.
@larset9,"7:41:42 did Biden just say 'by the way... we bought off a lot of people' .... I'm sure he did....
7:41:42 'by the way we created jobs for Americans so over the world'... is that stating Americans Biden is supporting are from all over the world?... that sounds like illegal immigrants...
This whole section of the debate is just uncomfortable & makes no sense from Biden..."
@baselinesweb,'Former President Trump' - another way the corrupt media tries to force their opinion and shape politics.  They would NEVER refer to Barry as Former President Obama.  NEVER.
@lukejames4958,Am I the only one who cannot understand a word biden is saying?🤔
@davidsuzukiispolpot,"I can't wait for CNN ""fact check""......"
@saulalexander3586,😢😂😂😂
@Bob-bb3ur,"Did you see Biden's  eyes, crazy."
@gregoryleder5160,Right off the bat.. groceries that cost $100 now cost $400
@jamesbannister5168,This was so embarrassing! Biden did nothing but lie if you could understand what he was saying but I'll say this if Trump don't win will definitely know it was rigged!
@sinless66,MURICA!!
@docdee770,"I wasn't impressed. Trump did nothing but lie, and Biden seemed pressed for time."
@tonymaurice4157,"Stumbling sleepy Joe!
And people want him back for another 4"
@Sheeshening,Please repost the live chat fact checks
@WangOChon,"No one should be surprised by Trump. The Bible prophesied Trump’s stunning political comeback in Revelations 13:3: “And I saw that one of his heads was, as it were, wounded to death, and his deadly wound was healed. And all the world wondered after the beast."""
@duanemiller1069,Why are sooo many of my comments being removed.  All I stated were facts no cussing nothing derogatory just censorship
@AngelDiaz-gv1xo,Trump lo plancho bien dado. 🫡💯🇺🇸 Trump is the Greatest!!!!!
@CutterLocus,Good debate; I think both candidates really showed some cognitive weaknesses. I also think they acted rather immaturely at points.
@theblackdouglas24,"8:11:43 
8:21:39"
@user-uq7qd9lv5k,Trump #.47
@user-uq7qd9lv5k,Trumps funny but true when he said where living in a rats nest
@moonzestate,"Biden the ""Idea""."
@john-pauljones878,Biden has already lost
@JohnWickActual,"I just made a 2 paragraph comment on this and within 2 mins it was gone lol that should say something there. They are controlling everything. I have seen videos, comments and live feeds end because they can't handle that not many people likes Biden lol do some research and watch videos not from news agencies and when you go back to that same video a hour later chances are the video is already deleted by YouTube."
@mj5837,"Me looking down from canada, Americans what the tf is wrong with your country..."
@electricpaper269,From the first question you see the insanity of Bidenomics. Housing is expensive because the country has been flooding by millions of illegals while leftists virtually block new residential  in their cities. It’s just supply and demand; and they think rent control will somehow change the reality of too many people for too few homes and apartments.
@n2t460,Not too different from Canadian politics debates...
@johncapstick5210,Those two want locking up in a lunatic asylum 😂😂😂😂
@tolsen8212,Obama's puppet is falling to pieces. Time for a new one.
@anjeltsonis2125,"I am talking to people who is supporting Biden. Don’t you see guys he’s not confident to run this country look what happened to economy immigration a lot of wars, food prices, gas prices crimes all about Hai Americans open your eyes right person who’s going to be President Trump please open your eyes did you see that what he said last night he was all lying about it please if you love this country Trump is the best candidate ever happen it will be happen again we are all waiting for them to come back in the powers we can do business buying property to other Businesses Pl., America naïve people don’t listen Joe Biden they are all liars did you hear that about January 6 it was Nancy Pelosi‘s fault not President Trump a sport😊"
@hOttOddYfAiLz,Biden looks so done. He’s barely coherent.
